title,link,posted_at,source
अतिक्रमित जग्गा खाली गराइदिन राजविराज नगरपालिकालाई फेरि ताकेता,https://ekantipur.com/madhesh-pradesh/2026/04/23/rajbiraj-municipality-again-asked-to-vacate-encroached-land-43-12.html,2026-04-23T23:58:15+05:45,ekantipur
डुडुवाको कृषि चौफेरी गाउँमा ६ घर जले,https://ekantipur.com/lumbini-pradesh/2026/04/23/6-houses-burnt-down-in-agricultural-village-of-chauferi-in-duduwa-54-07.html,2026-04-23T23:54:04+05:45,ekantipur
‘क्रसर चलाउन’ सडक निर्माणमा ढिलाइ !,https://ekantipur.com/gandaki-pradesh/2026/04/23/road-construction-delayed-due-to-crusher-use-27-44.html,2026-04-23T23:43:21+05:45,ekantipur
छोराछोरीलाई एक कक्षा पढाउनै गाउँ छाड्छन् ठोङठोङबासी,https://ekantipur.com/bagmati-pradesh/2026/04/23/forced-to-leave-the-village-to-teach-1st-grade-34-29.html,2026-04-23T23:30:15+05:45,ekantipur
धनकुटा एमालेको घोषणा- ‘नागरिकको सहजता पहिलो सर्त’,https://ekantipur.com/koshi-pradesh/2026/04/23/dhankuta-umls-announcement-citizens-convenience-is-the-first-condition-15-50.html,2026-04-23T23:15:48+05:45,ekantipur
"गोरखपुर रेल्वे स्टेसनमा अलपत्र दिदीभाइ फर्के घर, लगाइयो परिवारको जिम्मा",https://ekantipur.com/lumbini-pradesh/2026/04/23/sisters-stranded-at-gorakhpur-railway-station-return-home-placed-in-charge-of-family-09-26.html,2026-04-23T23:09:23+05:45,ekantipur
लोकतन्त्रको संघर्षपूर्ण बाटो,https://ekantipur.com/opinion/2026/04/23/the-struggle-path-to-democracy-08-13.html,2026-04-23T23:03:27+05:45,ekantipur
संसद् अधिवेशन नबस्दै किन स्थगन गरियो ? ७ प्रश्नोत्तरमा बुझ्नुहोस्,https://ekantipur.com/politics/2026/04/23/why-was-the-parliament-session-adjourned-without-sitting-understand-in-7-qa-58-28.html,2026-04-23T22:58:26+05:45,ekantipur
कान्तिपुर मिडिया ग्रुपका प्रबन्ध निर्देशक सम्भव सिरोहियाद्वारा राजीनामा,https://ekantipur.com/news/2026/04/23/kantipur-media-group-managing-director-sambhav-sirohia-resigns-29-59.html,2026-04-23T22:32:35+05:45,ekantipur
अवैध सामानसहित चालक पक्राउ,https://ekantipur.com/madhesh-pradesh/2026/04/23/driver-arrested-with-illegal-goods-20-54.html,2026-04-23T22:23:44+05:45,ekantipur
वाटा ओपन तेक्वान्दोलाई खेलाडी प्रस्थान,https://ekantipur.com/sports/2026/04/23/players-depart-for-wata-open-taekwondo-14-30.html,2026-04-23T22:14:25+05:45,ekantipur
गल्छी आरएमलाई धादिङ क्रिकेट लिग,https://ekantipur.com/sports/2026/04/23/dhading-cricket-league-for-galchhi-rm-12-16.html,2026-04-23T22:12:14+05:45,ekantipur
ट्रम्पले गरे रंगभेदी पोस्ट : 'नर्कको प्वाल' भन्दै भारत–चीनको अपमान,https://ekantipur.com/world/2026/04/23/trump-makes-racist-post-insults-india-china-by-calling-them-hell-holes-35-52.html,2026-04-23T21:35:50+05:45,ekantipur
'संविधान संशोधन बहसपत्र तयार गर्ने कार्यदल’को दोस्रो बैठक सम्पन्न,https://ekantipur.com/news/2026/04/23/second-meeting-of-working-group-to-prepare-constitutional-amendment-discussion-paper-concluded-25-33.html,2026-04-23T21:25:31+05:45,ekantipur
काठमाडौंका सुकुम्बासी बस्ती शनिबारसम्ममा खाली गर्न महानगरको उर्दी,https://ekantipur.com/national/2026/04/23/kathmandu-metropolitan-city-orders-evacuation-of-squatter-settlements-by-saturday-20-57.html,2026-04-23T21:20:53+05:45,ekantipur
त्रिभुवन अन्तर्राष्ट्रिय विमानस्थलमा सञ्चालित पसलमा प्रधानमन्त्री कार्यालयसहितको टोलीद्वारा अनुगमन,https://ekantipur.com/national/2026/04/23/a-team-from-the-prime-ministers-office-monitors-shops-operating-at-tribhuvan-international-airport-30-55.html,2026-04-23T20:30:52+05:45,ekantipur
विश्व टेबलटेनिस दिवसमा कार्यक्रम,https://ekantipur.com/sports/2026/04/23/program-on-world-table-tennis-day-09-32.html,2026-04-23T20:09:28+05:45,ekantipur
इलाम गोल्डकपको फाइनलमा एनआरटी र मच्छिन्द्र भिड्ने,https://ekantipur.com/sports/2026/04/23/nrt-and-machhindra-to-clash-in-ilam-gold-cup-final-54-13.html,2026-04-23T19:54:07+05:45,ekantipur
कृषिमार्फत समृद्धि हासिल गर्न 'ड्रिम प्रोजेक्ट',https://ekantipur.com/madhesh-pradesh/2026/04/23/dream-project-to-achieve-prosperity-through-agriculture-36-38.html,2026-04-23T19:47:02+05:45,ekantipur
हिमामा १६ औं राष्ट्रपति रनिङ सिल्ड सुरु,https://ekantipur.com/sports/2026/04/23/16th-presidents-running-shield-begins-in-hima-28-04.html,2026-04-23T19:29:47+05:45,ekantipur
सीमा नाकामा पर्यटकलाई सास्ती दिएको भन्दै तीन जना नियन्त्रणमा,https://ekantipur.com/lumbini-pradesh/2026/04/23/three-arrested-for-harassing-tourists-at-border-checkpoint-08-16.html,2026-04-23T19:09:54+05:45,ekantipur
"बागलुङमा ९४ पदमार्गको योजना, ८६ वटाको काम सुरु",https://ekantipur.com/gandaki-pradesh/2026/04/23/94-trekking-routes-planned-in-baglung-work-on-86-begins-52-45.html,2026-04-23T19:08:32+05:45,ekantipur
भन्सारमा गरिएको कडाइप्रति भारतको चासो,https://ekantipur.com/news/2026/04/23/indias-concern-over-stricter-customs-regulations-06-57.html,2026-04-23T19:06:53+05:45,ekantipur
अटो हाँकेर श्रीमान्‌को उपचार खर्च जुटाउँदै,https://ekantipur.com/news/2026/04/23/driving-an-auto-to-pay-for-her-husbands-medical-expenses-02-26.html,2026-04-23T18:41:19+05:45,ekantipur
हर्क साम्पाङद्वारा उद्घाटन गर्ने भनिएको सालिक उद्घाटन कार्यक्रम विवादमा,https://ekantipur.com/koshi-pradesh/2026/04/23/controversy-over-statue-inauguration-program-to-be-inaugurated-by-hark-sampang-07-31.html,2026-04-23T18:40:29+05:45,ekantipur
"स्ववियु खुला भलिबल: केटिएस, तातोपानी र पातारासी विजयी",https://ekantipur.com/sports/2026/04/23/swu-open-volleyball-kts-tatopani-and-patarasi-win-23-36.html,2026-04-23T18:39:48+05:45,ekantipur
व्यवसायी शेखर गोल्छा पक्राउ,https://ekantipur.com/news/2026/04/23/businessman-shekhar-golchha-arrested-34-02.html,2026-04-23T18:33:59+05:45,ekantipur
तत्कालीन इन्जिनयर यादवविरुद्ध १ करोड ४६ लाखको भ्रष्टाचार मुद्दा दायर,https://ekantipur.com/news/2026/04/23/corruption-case-of-rs-146-million-filed-against-then-engineer-yadav-25-36.html,2026-04-23T18:25:33+05:45,ekantipur
प्रज्ञा पुरस्कार–२०८२ बाट १२ जना पुरस्कृत हुँदै,https://ekantipur.com/literature/2026/04/23/12-people-to-be-awarded-pragya-award-2082-19-17.html,2026-04-23T18:19:14+05:45,ekantipur
रोल्पा अस्पतालका कर्मचारीले तीन महिनादेखि तलब पाएनन्,https://ekantipur.com/lumbini-pradesh/2026/04/23/rolpa-hospital-employees-have-not-received-their-salaries-for-three-months-18-13.html,2026-04-23T18:18:11+05:45,ekantipur
"प्रक्रियागत झन्झट हटाउन नवलपरासीका उद्योगी, व्यवसायीको माग",https://ekantipur.com/lumbini-pradesh/2026/04/23/industrialists-and-businessmen-of-nawalparasi-demand-removal-of-procedural-hassles-11-38.html,2026-04-23T18:11:35+05:45,ekantipur
"कांग्रेसले संसदीय दलको नेता भोलि छान्ने, आङ्देम्बे र आचार्यबीच प्रतिस्पर्धा",https://ekantipur.com/politics/2026/04/23/nepali-congress-to-choose-parliamentary-party-leader-tomorrow-competition-between-angdambe-and-acharya-54-28.html,2026-04-23T17:54:26+05:45,ekantipur
एन्फालाई निलम्बन गर्ने निर्णय फिर्ता लिन राखेपलाई फिफा र एएफसीको समयसीमा,https://ekantipur.com/sports/2026/04/23/fifa-and-afc-give-nsc-deadline-to-withdraw-decision-to-suspend-anfa-50-08.html,2026-04-23T17:50:05+05:45,ekantipur
बजेट अभावले लुम्बिनीका ३६८ खानेपानी योजना अलपत्र,https://ekantipur.com/lumbini-pradesh/2026/04/23/368-drinking-water-projects-in-lumbini-stalled-due-to-budget-shortage-17-29.html,2026-04-23T17:49:29+05:45,ekantipur
१७ बैशाखमा बोलाएको संसद् अधिवेशन स्थगित,https://ekantipur.com/news/2026/04/23/parliament-session-called-for-17-baisakh-postponed-33-23.html,2026-04-23T17:33:17+05:45,ekantipur
गैरआवासीय नेपाली ऐनसम्बन्धी विधेयक आगामी संसद् अधिवेशनमा प्रस्तुत गर्ने तयारी,https://ekantipur.com/news/2026/04/23/preparations-to-present-bill-related-to-non-resident-nepali-act-in-upcoming-parliament-session-26-14.html,2026-04-23T17:26:12+05:45,ekantipur
[अर्काइभ] बन्दुकको त्रासमा जनप्रतिनिधि चुनिएको त्यो निर्वाचन...,https://ekantipur.com/Kantipur-Archive/2026/04/23/archive-that-election-where-peoples-representatives-were-elected-under-the-fear-of-guns-15-47.html,2026-04-23T17:22:06+05:45,ekantipur
सुकेपानीमा बेलिब्रिज राख्न वैसाख २५ सम्म यातायात बन्द,https://ekantipur.com/koshi-pradesh/2026/04/23/traffic-closed-until-april-10-to-install-bailey-bridge-in-sukepani-57-21.html,2026-04-23T17:18:44+05:45,ekantipur
उत्पीडनको कथाले जोडेको ‘लालीबजार’ टिम,https://ekantipur.com/entertainment/2026/04/23/lalibazar-was-born-after-months-of-research-42-37.html,2026-04-23T17:18:14+05:45,ekantipur
एसिया प्रशान्त क्षेत्रमा एडीबीको लगानी प्रतिबद्धता २० प्रतिशत बढ्यो,https://ekantipur.com/business/2026/04/23/adbs-investment-commitment-to-the-asia-pacific-region-increases-by-20-percent-43-25.html,2026-04-23T16:43:22+05:45,ekantipur
मुख्यमन्त्री बानियाँको राजनीतिक सल्लाहकारमा खनाल नियुक्त,https://ekantipur.com/politics/2026/04/23/khanal-appointed-as-political-advisor-to-chief-minister-baniya-40-15.html,2026-04-23T16:40:13+05:45,ekantipur
योग्यता विवादमा महान्यायाधिवक्ता कँडेललाई छलफलमा बोलाउने सर्वोच्चको आदेश,https://ekantipur.com/news/2026/04/23/supreme-court-orders-summoning-attorney-general-kandel-for-discussion-on-competency-dispute-36-04.html,2026-04-23T16:36:02+05:45,ekantipur
पत्रकारको टोलीद्वारा प्रजिअलाई ज्ञापनपत्र,https://ekantipur.com/madhesh-pradesh/2026/04/23/a-team-of-journalists-submits-a-memorandum-to-the-chief-district-officer-20-39.html,2026-04-23T16:33:25+05:45,ekantipur
सामाजिक सञ्जाल कम्पनीहरू नेपालमा दर्ता नहुँदा काम गर्न गाह्रो भयो : आईजीपी कार्की,https://ekantipur.com/news/2026/04/23/social-media-companies-found-it-difficult-to-operate-due-to-lack-of-registration-in-nepal-igp-karki-32-34.html,2026-04-23T16:32:29+05:45,ekantipur
"साउदीमा ५३ नेपाली श्रमिक २ महिनादेखि कामविहीन, ‘एक्जिट भिसा’ लागेकालाई खाना बन्द",https://ekantipur.com/news/2026/04/23/53-nepali-workers-in-saudi-arabia-have-been-unemployed-for-2-months-food-has-been-stopped-for-those-with-exit-permits-12-56.html,2026-04-23T16:24:56+05:45,ekantipur
किस्ताबन्दीमा भाडा तिर्न दिन भृकुटीमण्डपका व्यवसायीको माग,https://ekantipur.com/news/2026/04/23/bhrikutimandap-businessmen-demand-to-pay-rent-in-installments-11-34.html,2026-04-23T16:12:39+05:45,ekantipur
संक्रमणकालीन न्यायलाई टुंगोमा पुर्‍याउन प्रधानमन्त्रीको ध्यानाकर्षण,https://ekantipur.com/news/2026/04/23/armed-conflict-victims-draw-prime-ministers-attention-to-resolving-transitional-issues-48-22.html,2026-04-23T16:05:01+05:45,ekantipur
"२८ सयमुनि झर्‍यो नेप्से, १७ अंकको गिरावट",https://ekantipur.com/business/2026/04/23/nepse-falls-below-2800-down-17-points-58-07.html,2026-04-23T15:58:05+05:45,ekantipur
राइड सेयरिङ चालकलाई प्रहरी भन्यो : ‘यात्रुसँगको कुराकानी भिडियो बनाएर पोस्ट गरे कारबाही’,https://ekantipur.com/news/2026/04/23/police-tell-ride-sharing-driver-action-will-be-taken-if-you-post-a-video-of-your-conversation-with-a-passenger-56-54.html,2026-04-23T15:56:52+05:45,ekantipur
कांग्रेसमा आन्तरिक कलह : बीपी-सुवर्णदेखि देउवा-गगनसम्मको शक्ति संघर्ष,https://ekantipur.com/politics/2026/04/23/internal-strife-in-congress-power-struggle-from-bp-suvarna-to-deuba-gagan-26-33.html,2026-04-23T15:49:17+05:45,ekantipur
नेपालका लागि जापानी राजदूत माएदा तोरु र कानुनमन्त्री गौतमबीच भेट,https://ekantipur.com/news/2026/04/23/meeting-between-japanese-ambassador-to-nepal-maeda-toru-and-law-minister-gautam-30-30.html,2026-04-23T15:30:24+05:45,ekantipur
लुम्बिनी प्रदेश सभाको हिउँदे अधिवेशन आजदेखि अन्त्य,https://ekantipur.com/lumbini-pradesh/2026/04/23/lumbini-provincial-assembly-winter-session-ends-today-17-26.html,2026-04-23T15:17:24+05:45,ekantipur
महाराजगञ्जस्थित प्रहरी प्रतिष्ठान स्थानान्तरण नहुने,https://ekantipur.com/news/2026/04/23/police-academy-in-maharajgunj-will-not-be-relocated-56-39.html,2026-04-23T14:56:33+05:45,ekantipur
माटो मारिरहेको राज्यको नाममा,https://ekantipur.com/opinion/2026/04/23/in-the-name-of-the-state-that-is-killing-the-soil-02-01.html,2026-04-23T14:51:38+05:45,ekantipur
हर्मुज खुलाउन इरानद्वारा अस्वीकार,https://ekantipur.com/world/2026/04/23/iran-refuses-to-open-the-strait-of-hormuz-40-54.html,2026-04-23T14:40:51+05:45,ekantipur
इन्द्रावती तेस्रो जलविद्युत आयोजनाको उत्पादन एक महिनादेखि ठप्प,https://ekantipur.com/business/2026/04/23/production-at-indrawati-iii-hydropower-project-has-been-halted-for-a-month-39-11.html,2026-04-23T14:39:09+05:45,ekantipur
मानव–वन्यजन्तु द्वन्द्व अन्त्य गर्न ‘बाघ मित्र’ अभियान,https://ekantipur.com/news/2026/04/23/tiger-friends-campaign-to-end-human-wildlife-conflict-15-59.html,2026-04-23T14:18:55+05:45,ekantipur
बीऊ आलु उत्पादन बढाउँदै डडेल्धुराका किसान,https://ekantipur.com/sudurpaschim-pradesh/2026/04/23/earning-crores-by-selling-seed-potatoes-52-43.html,2026-04-23T14:16:31+05:45,ekantipur
रारा गोल्डकप फुटबल वैसाख १८ देखि,https://ekantipur.com/sports/2026/04/23/rara-gold-cup-football-from-april-18-45-29.html,2026-04-23T13:24:43+05:45,ekantipur
इटहरी मेयरकप क्रिकेटमा कोशीका १२ टिमले प्रतिष्पर्धा गर्ने,https://ekantipur.com/sports/2026/04/23/twelve-teams-from-koshi-will-compete-in-itahari-mayors-cup-cricket-23-46.html,2026-04-23T13:23:43+05:45,ekantipur
विवादले रोकिएको हेटौंडा–ढल्केबर खण्डमा प्रसारण लाइनको काम सुरु,https://ekantipur.com/bagmati-pradesh/2026/04/23/work-on-transmission-line-begins-on-hetauda-dhalkebar-section-stalled-by-controversy-04-43.html,2026-04-23T13:04:38+05:45,ekantipur
सल्यान अस्पतालमा १० दिनपछि शल्यक्रिया सेवा,https://ekantipur.com/karnali-pradesh/2026/04/23/surgery-service-after-10-days-at-salyan-hospital-56-46.html,2026-04-23T12:56:44+05:45,ekantipur
आरक्ष विस्थापितद्वारा दिनदिनै प्रदर्शन र धर्ना,https://ekantipur.com/sudurpaschim-pradesh/2026/04/23/day-to-day-protests-and-sit-ins-by-displaced-people-from-the-reserve-38-26.html,2026-04-23T12:38:24+05:45,ekantipur
सेवाग्राहीको घरमै राहदानी पुर्‍याउन सुरु,https://ekantipur.com/lumbini-pradesh/2026/04/23/passport-delivery-to-service-recipients-homes-begins-36-25.html,2026-04-23T12:36:23+05:45,ekantipur
अमरगढीको बसपार्क निर्माण रोकियो,https://ekantipur.com/sudurpaschim-pradesh/2026/04/23/amargadhi-bus-park-construction-halted-24-32.html,2026-04-23T12:24:30+05:45,ekantipur
रास्वपा सभापति लामिछानेको मुद्दा फिर्ताविरुद्धको रिट महान्यायाधिवक्ता कार्यालयले गरायो स्थगित,https://ekantipur.com/news/2026/04/23/attorney-generals-office-postpones-writ-petition-against-withdrawal-of-case-against-rsp-president-lamichhane-05-18.html,2026-04-23T12:05:16+05:45,ekantipur
काठमाडौंको वायु ‘धेरै अस्वस्थ’,https://ekantipur.com/news/2026/04/23/kathmandus-air-pollution-very-unhealthy-48-58.html,2026-04-23T11:54:33+05:45,ekantipur
दलित किशोरीलाई एक सातासम्म बन्धक बनाएर जबर्जस्ती करणी गरेको आरोपमा एक जना पक्राउ,https://ekantipur.com/madhesh-pradesh/2026/04/23/man-arrested-for-holding-dalit-teenager-hostage-for-a-week-and-raping-her-40-07.html,2026-04-23T11:40:04+05:45,ekantipur
आज पनि घट्यो सुनचाँदीको मूल्य,https://ekantipur.com/news/2026/04/23/gold-and-silver-prices-fell-today-as-well-08-22.html,2026-04-23T11:08:19+05:45,ekantipur
नेसनल लाइफ र ग्रान्डी हस्पिटलबीच छुट सम्झौता,https://ekantipur.com/market/2026/04/23/discount-agreement-between-national-life-and-grande-hospital-04-24.html,2026-04-23T11:04:22+05:45,ekantipur
एनआईसी एसियाका ग्राहकलाई एभरेस्ट हस्पिटलमा छुट,https://ekantipur.com/market/2026/04/23/discount-at-everest-hospital-for-nic-asia-customers-02-57.html,2026-04-23T11:02:54+05:45,ekantipur
१० अर्ब लगानी गर्ने कार्ल्सबर्गको प्रतिबद्धता,https://ekantipur.com/market/2026/04/23/carlsbergs-commitment-to-invest-10-billion-01-22.html,2026-04-23T11:01:19+05:45,ekantipur
एनसेलको विद्यार्थी लक्षित ‘पहिलो सिम’,https://ekantipur.com/market/2026/04/23/ncells-first-sim-targeted-at-students-00-07.html,2026-04-23T11:00:05+05:45,ekantipur
"सुकीबारे ‘सकारात्मक संकेत’ को दाबी, म्यान्मारमा दबाब बढ्दै",https://ekantipur.com/world/2026/04/23/pressure-mounts-on-myanmar-as-positive-signs-emerge-for-suu-kyi-42-37.html,2026-04-23T10:42:35+05:45,ekantipur
रास्वपा सभापति लामिछानेको अभियोगपत्र संशोधन गर्ने निर्णयविरुद्ध रिटको पेसी पूर्ण इजलासमा,https://ekantipur.com/news/2026/04/23/writ-petition-filed-in-full-bench-against-decision-to-amend-charge-sheet-against-rsp-president-lamichhane-35-52.html,2026-04-23T10:35:50+05:45,ekantipur
सान्यामा छैटौं ‘बिच गेम्स’को उद्‌घाटन,https://ekantipur.com/diaspora/2026/04/23/the-6th-beach-games-opened-in-sanya-26-59.html,2026-04-23T10:26:57+05:45,ekantipur
"पाँचथरमा बर्ड फ्लु सतर्कता : १५ दिनसम्म कुखुरा, चल्ला र मासु ढुवानी निषेध",https://ekantipur.com/koshi-pradesh/2026/04/23/bird-flu-alert-in-panchthar-transport-of-chickens-chicks-and-meat-banned-for-15-days-13-03.html,2026-04-23T10:13:01+05:45,ekantipur
मूल्यांकन प्रणालीको ‘रि–डिजाइन’,https://ekantipur.com/opinion/2026/04/23/re-design-of-the-evaluation-system-47-47.html,2026-04-23T10:01:10+05:45,ekantipur
पश्चिमबंगाल विधानसभा : दार्जिलिङसहित आज १६ जिल्लामा चुनाव हुँदै,https://ekantipur.com/world/2026/04/23/west-bengal-legislative-assembly-elections-to-be-held-in-16-districts-including-darjeeling-today-51-55.html,2026-04-23T09:56:00+05:45,ekantipur
एप्पलमा स्टिभ जब्स र टिम कुकपछि जन टर्नस,https://ekantipur.com/technology/2026/04/23/john-turns-after-steve-jobs-and-tim-cook-at-apple-31-45.html,2026-04-23T09:31:43+05:45,ekantipur
महिला आरक्षण र निर्वाचन क्षेत्र निर्धारण विधेयक असफल हुँदा सत्तारूढ भाजपालाई झट्का,https://ekantipur.com/world/2026/04/23/womens-reservation-and-constituency-delimitation-bill-fails-a-setback-for-ruling-bjp-23-16.html,2026-04-23T09:23:14+05:45,ekantipur
"दोहोरो कर भन्दै टिकटकले तिरेन भ्याट, राजस्वले माग्यो कागजात",https://ekantipur.com/business/2026/04/23/tiktok-did-not-pay-vat-citing-double-taxation-revenue-asks-for-documents-15-50.html,2026-04-23T09:11:09+05:45,ekantipur
कसरी हुनुपर्छ संविधान संशोधन र पुनरावलोकन ?,https://ekantipur.com/opinion/2026/04/23/how-should-the-constitution-be-amended-and-reviewed-06-57.html,2026-04-23T09:07:44+05:45,ekantipur
इन्धन महँगिएपछि चौतर्फी मारमा किसान,https://ekantipur.com/business/2026/04/23/farmers-hit-hard-by-fuel-price-hike-28-39.html,2026-04-23T09:06:03+05:45,ekantipur
डिजिटल हिंसाले बिथोलेको अभिव्यक्ति स्वतन्त्रता,https://ekantipur.com/opinion/2026/04/23/freedom-of-expression-undermined-by-digital-violence-54-06.html,2026-04-23T08:56:14+05:45,ekantipur
‘नेपाल प्रथम : नेपाली प्रथम’ को व्याकरण,https://ekantipur.com/opinion/2026/04/23/grammar-of-nepal-first-nepali-first-34-40.html,2026-04-23T08:38:46+05:45,ekantipur
महिला साफ ‘ड्र’ बाट प्रशिक्षक न्यौपाने उत्साही,https://ekantipur.com/news/2026/04/23/coach-neupane-excited-by-womens-saff-draw-41-35.html,2026-04-23T07:41:33+05:45,ekantipur
संविधान संशोधनको पहललाई निष्कर्षमा पुर्‍याउन सबैको साथ,https://ekantipur.com/opinion/2026/04/23/everyones-support-to-bring-the-initiative-to-a-conclusion-on-constitutional-amendment-27-18.html,2026-04-23T07:37:17+05:45,ekantipur
दुई दशकपछि रक्सौल रेलवे स्टेसनबाट नेपाली आयातकर्तालाई कार्गो ह्यान्डलिङ सेवा,https://ekantipur.com/news/2026/04/23/cargo-handling-services-for-nepali-importers-from-raxaul-railway-station-after-two-decades-34-41.html,2026-04-23T07:34:38+05:45,ekantipur
प्रदेशलाई संघ सरकारबाट अड्चनै अड्चन,https://ekantipur.com/politics/2026/04/23/the-province-faces-obstacles-from-the-federal-government-27-43.html,2026-04-23T07:29:36+05:45,ekantipur
एक्कासि बढेको गर्मीले मधेश–तराईको जनजीवन असहज,https://ekantipur.com/news/2026/04/23/sudden-increase-in-heat-makes-life-uncomfortable-in-madhesh-terai-14-28.html,2026-04-23T07:14:26+05:45,ekantipur
बार्सिलोनाको जितमा यामल घाइते,https://ekantipur.com/sports/2026/04/23/yamal-injured-in-barcelonas-win-03-15.html,2026-04-23T07:03:13+05:45,ekantipur
सिटी शीर्षमा बर्नली रेलिगेसनमा,https://ekantipur.com/sports/2026/04/23/city-top-burnley-relegated-00-58.html,2026-04-23T07:00:55+05:45,ekantipur
भट्ट र अग्रवालको विवादित सेयर कारोबारमा ६ व्यापारीको संलग्नता,https://ekantipur.com/news/2026/04/23/6-businessmen-involved-in-bhatt-and-agarwals-controversial-share-transaction-57-24.html,2026-04-23T06:57:21+05:45,ekantipur
अदालतमा मुद्दा दायर भए पनि सांसद निलम्बन नहुने प्रस्ताव,https://ekantipur.com/politics/2026/04/23/proposal-that-mps-will-not-be-suspended-even-if-a-case-is-filed-in-court-44-11.html,2026-04-23T06:50:46+05:45,ekantipur
"गृहमन्त्रीबाट २७ दिनमै बाहिरिए गुरुङ कसैलाई छाड्दिनँ भन्थे, आफैं छानबिनमा परे",https://ekantipur.com/news/2026/04/23/gurung-who-left-the-post-of-home-minister-within-27-days-used-to-say-he-would-not-spare-anyone-but-he-himself-found-himself-under-investigation-33-44.html,2026-04-23T06:33:41+05:45,ekantipur
"बढ्यो अमेरिकी डलरको मूल्य, यस्तो छ अन्य मुद्राको विनिमयदर",https://ekantipur.com/business/2026/04/23/the-value-of-the-us-dollar-has-increased-this-is-the-exchange-rate-of-other-currencies-22-03.html,2026-04-23T06:22:01+05:45,ekantipur
[अर्काइभ] महाकाली मुद्दाले संसदीय समितिमा प्रवेश पाएपछि...,https://ekantipur.com/Kantipur-Archive/2026/04/22/archive-after-the-mahakali-issue-entered-the-parliamentary-committee-36-54.html,2026-04-22T23:37:20+05:45,ekantipur
बर्दिया निकुञ्जमा लागेको डढेलो अनियन्त्रित,https://ekantipur.com/lumbini-pradesh/2026/04/22/fire-in-bardiya-national-park-is-out-of-control-57-58.html,2026-04-22T22:57:55+05:45,ekantipur
एक्कासि बढेको गर्मीले मधेश–तराईको जनजीवन असहज,https://ekantipur.com/news/2026/04/22/sudden-increase-in-heat-makes-life-uncomfortable-in-madhesh-terai-54-53.html,2026-04-22T22:57:01+05:45,ekantipur
बालेनदेखि बौद्ध भिक्षु फेला पार्दा चकित बने अक्सफोर्ड टोली,https://ekantipur.com/feature/2026/04/22/oxford-team-surprised-to-find-buddhist-monk-from-balen-10-05.html,2026-04-22T22:49:40+05:45,ekantipur
सेवाग्राहीलाई दुःख दिएको आरोपमा रौतहटमा एक जना पक्राउ,https://ekantipur.com/madhesh-pradesh/2026/04/22/one-arrested-in-rautahat-on-charges-of-harassing-service-recipients-44-50.html,2026-04-22T22:44:48+05:45,ekantipur
पाँचथरमा २ जनाको मृत्यु,https://ekantipur.com/koshi-pradesh/2026/04/22/2-people-died-in-panchthar-32-26.html,2026-04-22T22:35:37+05:45,ekantipur
"सुदूरपश्चिममा ७७२० मेगावाट क्षमता, ग्रिडमा १६६ मेगावाट मात्र",https://ekantipur.com/business/2026/04/22/7720-mw-capacity-in-the-far-west-only-166-mw-in-the-grid-56-04.html,2026-04-22T22:32:00+05:45,ekantipur
नयाँ लाइसेन्समा ३९ थरी फिचर,https://ekantipur.com/business/2026/04/22/39-types-of-features-in-the-new-license-19-06.html,2026-04-22T22:25:36+05:45,ekantipur
कसरी हुनुपर्छ संविधान संशोधन र पुनरावलोकन ?,https://ekantipur.com/opinion/2026/04/22/how-should-the-constitution-be-amended-and-reviewed-13-39.html,2026-04-22T22:14:04+05:45,ekantipur
सार्वजनिक नीति तथा प्रत्यायोजित विधायन समितिको नेतृत्व सम्हाल्दै पूजा,https://ekantipur.com/politics/2026/04/22/pooja-takes-over-leadership-of-public-policy-and-delegated-legislation-committee-13-00.html,2026-04-22T22:13:55+05:45,ekantipur
पदकधारी बक्सर चन्द्र सम्मानित,https://ekantipur.com/sports/2026/04/22/medalist-boxer-chandra-honored-31-12.html,2026-04-22T21:31:10+05:45,ekantipur
नागार्जुन र ज्ञानसंस्कार बास्केटबल च्याम्पियन,https://ekantipur.com/sports/2026/04/22/nagarjuna-and-gyansanskaar-basketball-champions-16-58.html,2026-04-22T21:16:56+05:45,ekantipur
सीईसी काठमाडौंलाई गौरीशंकर सुपर लिग,https://ekantipur.com/sports/2026/04/22/cec-kathmandu-to-win-gauri-shankar-super-league-01-25.html,2026-04-22T21:01:22+05:45,ekantipur
नेकपा स्थापनाको ७७ वर्ष : कमजोर बनेपछि वामपन्थी एकताको 'आलाप',https://ekantipur.com/news/2026/04/22/77th-anniversary-of-the-founding-of-the-ncp-talk-of-unity-as-leftist-public-opinion-weakens-30-24.html,2026-04-22T20:51:16+05:45,ekantipur
नयाँ दिल्लीमा नेपाली नाटक ‘देह पर कोठी खसा दिअ’ मञ्चन हुँदै,https://ekantipur.com/entertainment/2026/04/22/nepali-drama-deh-par-kothi-khasa-diya-is-being-staged-in-new-delhi-39-04.html,2026-04-22T20:42:38+05:45,ekantipur
अवैध लागूऔषध चरेससहित तीन दिदीबहिनीसँगै ४ जना पक्राउ,https://ekantipur.com/lumbini-pradesh/2026/04/22/4-people-including-three-sisters-arrested-with-illegal-drugs-hashish-05-30.html,2026-04-22T20:41:36+05:45,ekantipur
